Reviews,Ratings,Orig_Reviews,no_of_characters,no_of_words,avd_Word_Length,Polarity,Subjectivity
good product,5,Good product,12,2,5.5,0.7,0.6000000000000001
everything good,5,Everything is Good,18,3,5.333333333333333,0.7,0.6000000000000001
good washing machine priceeasy use machinei like value money product,5,"very good washing machine in this priceeasy to use this machine,i like it value for money product.",96,17,4.705882352941177,0.7,0.6000000000000001
good product easy use,4,Very good product and very easy to use,38,8,3.875,0.5666666666666667,0.7166666666666668
one sentence mom happy,5,One sentence ...mom is happy !!,26,5,4.2,0.8,1.0
exactly show picture arrive good condition clothe also wash nicely,5,It is exactly as shown in picture and it arrived in good condition. The clothes  are also being washed nicely,108,20,4.4,0.5166666666666666,0.6166666666666667
happy product thank amazon samsung,5,"Happy with the product,  Thanks Amazon & Samsung",46,7,5.428571428571429,0.8,1.0
second time purchase low maintenance value money,5,Its my second time purchase. Its low maintenance and value for money,67,12,4.666666666666667,0.0,0.15
wash noisy technician also clearly clarify product upset,1,Washing is so noisy .technician are also not clearly clarifying about the product. We are very upset with this.,108,19,4.7368421052631575,0.10000000000000002,0.3833333333333333
problem product iam use one year still work good,4,"No problems in this product, iam using one year, still working good.",65,12,4.5,0.7,0.6000000000000001
product year warranty overall company like lg godrej give year warranty,3,"This product has only 2 years warranty overall where other company like LG, Godrej giving 10 years of warranty",106,17,5.176470588235294,0.0,0.0
perfect one daily use,5,This is the perfect one for daily use,37,8,3.75,0.5,0.5
noise level low easy use instal take day date come,4,Noise levels low and EASY TO USE.. BUT Installing taken 10 Days From the The date of came,85,17,4.0,0.21666666666666667,0.5666666666666667
worth money,3,It is worth for money.,21,5,3.4,0.3,0.1
rinse leakage happen lot machine,1,During rinse it leakage happens a lot from machine.,50,9,4.666666666666667,0.0,0.0
switch do not work two weak software poblem,1,"Switch didn't work after two weak , software poblem",49,8,5.125,-0.375,0.625
efficiency great,3,Efficiency is not that great.,28,5,4.8,0.8,0.75
rd class,1,3rd class,8,2,3.5,0.0,0.0
dent front side ready replace bad support expect samsung amazon,1,Dent on front side & not ready to replace. Very bad support. Not expecting from Samsung & Amazon.,92,16,4.6875,-0.24999999999999992,0.5833333333333333
do not buy amazonthree day pass nobody come installation I m tired caring samsung amazon,1,Don't buy from amazon.three days passed and nobody came for installation. I'm tired caring Samsung and Amazon .,106,17,5.235294117647059,-0.4,0.7
fully automatic less noise easy use lack energy efficient,1,"Fully automatic, less noise, easy to use, lack in energy efficient",63,11,4.818181818181818,0.13333333333333336,0.45
everything perfect except noise make alot noise spinning,5,Everything is perfect except the noise. It is making alot of noise while spinning.,80,14,4.785714285714286,1.0,1.0
good purchase actually do not get intime well go,3,A good purchase actually we didn't get this intime better to go with this.,72,14,4.214285714285714,0.35,0.35000000000000003
video player loadingplay videoplaymutecurrent timedurationloade stream typeliveseek live currently behind liveliveremaine timexplayback ratechapterschaptersdescriptionsdescription selectedcaptionscaption selectedaudio trackdefault selectedfullscreenthis modal windowvery easy handle washing machine economical,5,"Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:00Loaded: 100.00%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:00 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedAudio Trackdefault, selectedFullscreenThis is a modal window.


 Very easy handling washing machine and very economical",344,32,9.78125,0.11742424242424242,0.7333333333333333
medium could loaded damage productplease find attached photo,5,"The media could not be loaded.
                



 Damaged product,please find the attached photo",90,12,5.333333333333333,0.0,0.0
waste moneydoesnt clean clothe properly stain do not leave,5,"Waste of moneyDoesn't clean the clothes properly, stains don't leave.",65,10,5.6,0.05555555555555556,0.26666666666666666
machine receive one dent sport front side also notice demon engineer rest product good work nice,2,Machine received but one dent sport in front side also same notice by demon engineer rest product is good & working nice,119,21,4.666666666666667,0.6499999999999999,0.8
nice product samsung kg washing mechin thanku amzon,2,Nice products samsung 6.5 k.g washing mechin thanku amzon,53,8,5.625,0.6,1.0
excellent,5,Excellent,9,1,9.0,1.0,1.0
easy use comfortable wash clothe fully automatic washing machine serve good daily usage,5,1. Easy to use2. Very comfortable to wash clothes3. Fully Automatic Washing Machine4. Serves Best in daily usage,104,17,5.117647058823529,0.3833333333333333,0.5583333333333333
wash itna acha ni krti hai mom ne kha hai,5,Wash itna acha ni krti hai mom ne kha hai😂😂😂😂,41,10,3.2,0.0,0.0
poor service samsung do not stick installation timeline hour,5,"Poor Service , Samsung doesn't stick to it's installation timelines of 24-48 hours .",75,11,5.636363636363637,-0.4,0.6
cheap quality performance do not go brand name,1,"Very cheap quality, performance don't go with the brand name",58,10,4.9,0.4,0.7
simple work well vibration build stand great overall satisfied product,1,"Simple and works well, no vibration, built in stand is great. Overall satisfied with the product",93,16,4.875,0.325,0.5267857142857143
good washing machine make little noise dry clothe,4,A good washing machine but it makes a little noise while drying up clothes.,74,14,4.357142857142857,0.1486111111111111,0.5666666666666668
perfect,4,Perfect,7,1,7.0,1.0,1.0
noise level low compare other really good thank amazon,5,Noise level is very low compared to others. Really it’s good. Thanks to Amazon.,75,14,4.428571428571429,0.19166666666666665,0.42500000000000004
good product,4,Good product.,12,2,5.5,0.7,0.6000000000000001
good size kg small compare kg washing machine,4,Its good but but the size is not a 6.5 kg ..it's very small as I compare my 6 kg washing machine.,89,20,3.4,0.22499999999999998,0.5
bad product support brand concerned installation service support,1,Worst product support. The brand is not concerned about the installation or service support.,90,14,5.5,-0.6999999999999998,0.6666666666666666
machine upto mark make lot sound dirt remain,3,The machine is not upto the mark makes a lot of sound and the dirt will remain as it is.,87,20,3.4,0.4,0.4
must every family hassle free washing noise lookas futuristic,5,A must for every family. Hassle free washing with no noise and lookas are futuristic,83,15,4.6,0.4,0.8
shake lot automatic machineotherwise nice,5,Shakes a lot for an automatic machine.Otherwise nice.,51,8,5.5,0.6,1.0
noise freedeep cleaninglow electricity consumption,4,"Noise free,Deep cleaningLow electricity consumption",50,5,9.2,0.0,0.0
value money installation do hrs,5,"Value for money, installation done in 24 hrs",41,7,4.857142857142857,0.0,0.0
like model design still do nt option choose colour one colour available,4,I like the model / design.  But still I don't have option to choose colours only one colour available.,98,18,4.388888888888889,0.4,0.4
machine deliver jun today machine stoppedtotally work,5,Machine delivered on 20 jun 21 and today machine stopped...totally not working,71,10,6.0,0.0,0.0
good quality,1,Good quality,12,2,5.5,0.7,0.6000000000000001
unpack see dent back side machine,2,"After unpacking , i saw that there is a dent on the back side of the machine.",75,16,3.6875,0.0,0.0
bad wasche take hrs wash half drum clothe wasche technology worst,2,Worst wasching. It will take 2.5 hrs to wash half drum clothes. Wasching technology is worst.,87,15,4.8,-0.6222222222222221,0.611111111111111
worth money,1,Worth for money,15,3,4.333333333333333,0.3,0.1
right function totally worth buy consider cost,5,Just the right no. of functions. totally worth buying considering the cost,72,12,5.083333333333333,0.2928571428571428,0.31785714285714284
product good easy wash good washing low voice efficient happy,5,Product is good.... easy wash...  good washing... low voice... more efficient... i am happy,75,14,4.357142857142857,0.5266666666666666,0.6666666666666667
good product easy use,5,"very good product, easy to use",29,6,4.0,0.5666666666666667,0.7166666666666668
good product,5,Good Product,12,2,5.5,0.7,0.6000000000000001
like machinemust buy budget friendly,5,I like ve this machine.must buy it. Is budget friendly,52,10,4.3,0.375,0.5
good,5,Good,4,1,4.0,0.7,0.6000000000000001
bad product use three month work properly,5,Worst product  - after use of three months it's not working properly,66,11,4.909090909090909,-0.3499999999999999,0.3833333333333333
inlet hose sufficient remain thing okay,5,Inlet hose is not sufficient. Remaining things are okay,54,9,5.111111111111111,0.5,0.5
worthy,5,Worthy,6,1,6.0,0.3333333333333333,1.0
hot water inlet,5,Hot water inlet.,15,3,4.333333333333333,0.25,0.8500000000000001
nice product value money,4,Nice Product | Value for money.,29,5,4.8,0.6,1.0
value money,5,Value for money,15,3,4.333333333333333,0.0,0.0
product good however packaging torne time delivery,4,"Product is good. However, packaging was torned at the time of delivery.",68,12,4.75,0.7,0.6000000000000001
budget everything ok good k,5,Budget Everything ok. Best in under 13k,36,7,4.285714285714286,0.6,0.55
good product,4,Good product,12,2,5.5,0.7,0.6000000000000001
purchase last month niceworthy money user friendly,5,I purchased last month. Very nice.Worthy for money. User friendly.,62,10,5.3,0.1875,0.2833333333333333
